gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,Log_TotalCharges,Log_MonthlyCharges,Monthly_to_Total_Ratio,total_services,streaming_services,is_auto_pay
Female,1,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,735.9,0,25-48,6.602452197772954,3.054001181677967,0.027412131903921836,1,0,0
Male,1,1,0,40,1,No,DSL,No,No,No,No,No,Yes,One year,0,Electronic check,55.8,2283.3,0,25-48,7.733814910661824,4.039536325727106,0.02442761458652541,2,1,0
Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.2,1445.2,0,49-72,7.2766947057408515,3.2268439945173775,0.01673350850504771,2,0,0
Female,0,0,0,10,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),81.0,818.05,1,0-12,6.708145132050641,4.406719247264253,0.09889506135156584,3,0,1
Male,0,1,0,32,1,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,1,Credit card (automatic),72.8,2333.05,0,25-48,7.755360235067772,4.301358731606427,0.031190420085259525,5,1,1
Female,0,0,0,21,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.85,1992.55,0,13-24,7.597672248021797,4.613634264400221,0.050086529056206266,5,2,1
Female,1,0,0,59,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.5,5890.0,0,49-72,8.681181041521688,4.61015772749913,0.016890171447971482,5,2,0
Female,1,1,0,13,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,916.75,1,13-24,6.821925022376944,4.264790324535862,0.07643693816398801,1,0,0
Female,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,1029.8,0,25-48,6.93809047877821,3.056356895370426,0.019644935972060535,1,0,1
Male,0,1,1,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.0,1796.55,0,49-72,7.494179905620015,3.295836866004329,0.01446413173486134,2,0,1
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.9,33.7,0,0-12,3.5467396869528134,3.039749158970765,0.5734870317002881,1,0,1
Female,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.05,454.05,0,13-24,6.120407303023365,2.998229153752578,0.041863531480057135,1,0,1
Male,1,1,0,15,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,96.5,1392.25,0,13-24,7.239394426449646,4.579852378003801,0.0692625157006998,5,1,0
Female,0,0,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1049.6,0,49-72,6.957116708519861,3.0373539482448106,0.018893965353131547,1,0,1
Female,1,1,0,28,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.7,734.6,0,25-48,6.6006864927301665,3.2846635654062037,0.034937466014138115,2,0,0
Male,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,475.1,0,13-24,6.1656279162004735,3.0587070727153796,0.042638101239235456,1,0,0
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15,1,0-12,4.264790324535862,4.264790324535862,0.9859451862262825,1,0,0
Male,1,1,0,16,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,91.55,1540.05,0,13-24,7.340219281257076,4.527749039019507,0.05940754680250478,4,1,0
Female,0,1,1,48,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,39.4,1978.65,0,25-48,7.590675340386566,3.6988297849671046,0.01990250801909428,3,0,0
Male,1,1,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),105.7,3181.8,0,25-48,8.06551659150338,4.670021158307708,0.03320975241925349,7,1,1
Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,229.7,0,0-12,5.441118165179708,4.26619481914876,0.3045080190723884,1,0,0
Male,1,0,0,57,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,0,Electronic check,93.75,5625.55,0,49-72,8.635251744669718,4.5512418439625355,0.016662075339239853,5,1,0
Female,1,1,0,68,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Credit card (automatic),96.55,6581.9,1,49-72,8.792230656709933,4.5803650670691205,0.014666788193653253,5,1,1
Female,0,1,0,23,1,No,DSL,No,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),60.0,1347.15,0,13-24,7.2064885612459335,4.110873864173311,0.04450543337165745,3,1,1
Female,0,1,0,65,1,No,DSL,No,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),59.8,3808.2,0,49-72,8.24517447231989,4.107589788972121,0.015698834400924077,3,1,1
Male,0,1,0,44,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.65,3974.15,0,25-48,8.28781776222551,4.517976974285714,0.022804170911789493,3,2,1
Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.0,7661.8,0,49-72,8.944132731190946,4.700480365792417,0.01422456543300099,7,2,1
Female,0,1,0,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),68.1,2479.25,0,25-48,7.816114640530012,4.235554730773624,0.027456909585727243,5,0,1
Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,266.6,0,0-12,5.589493328254074,3.0633909220278057,0.07623318385650223,1,0,0
Male,0,1,1,69,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),81.95,5601.4,0,49-72,8.630950356341307,4.418238016636454,0.014627659574468087,7,2,1
Female,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,60.55,1982.6,0,25-48,7.592668654614979,4.1198498526304625,0.030525307521677758,4,0,0
Male,0,0,0,5,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),65.6,339.9,0,0-12,5.831589179143857,4.198704577546343,0.19243179818128484,4,1,1
Male,0,1,1,58,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),82.5,4828.05,0,49-72,8.482405039930521,4.42484663185681,0.017084105569418414,3,1,1
Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),82.3,5980.55,0,49-72,8.696435010683269,4.422448549172797,0.013758975516379533,7,1,1
Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,68.15,4808.7,0,49-72,8.478389991092344,4.236278058110767,0.014169282907457847,6,0,0
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.3,20.3,0,0-12,3.0587070727153796,3.0587070727153796,0.9530516431924883,1,0,1
Female,0,0,0,39,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,1,Electronic check,95.55,3692.85,1,25-48,8.214424553545985,4.570061008874523,0.025867320004872966,5,1,0
Male,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.2,1068.15,0,49-72,6.974619219235644,3.054001181677967,0.018893513538792497,1,0,1
Female,0,0,0,27,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.2,2383.6,0,25-48,7.7767866743720315,4.502029427068578,0.03740669294640611,4,1,0
Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,69.65,1,0-12,4.257738109130536,4.257738109130536,0.9858457183297947,1,0,0
Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.3,89.3,1,0-12,4.5031374604229395,4.5031374604229395,0.9889258028792912,3,2,0
Female,0,1,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,74.8,1438.05,0,13-24,7.27173845263536,4.328098292648326,0.05197873597164796,2,0,0
Male,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,917.45,0,25-48,6.822687466592074,3.054001181677967,0.02199357613370352,1,0,0
Female,0,1,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),84.4,6096.45,0,49-72,8.715625929974454,4.447346100794524,0.013841851921704977,7,2,1
Female,0,0,0,36,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,87.55,3078.1,1,25-48,8.032392625474397,4.4835673642288425,0.02843363320450781,4,1,0
Female,0,1,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.15,99.95,0,0-12,4.614625344758847,3.263849190510932,0.24913323427439324,0,0,0
Female,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,475.2,0,25-48,6.165837934052762,3.0349529867072724,0.04157916841663167,1,0,1
Female,0,1,1,40,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.85,2036.55,0,25-48,7.61950338469122,3.948354934675536,0.02495644278668008,3,2,0
Male,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.4,6444.05,0,49-72,8.771067673295097,4.638604962074329,0.015888162233031553,6,2,0
Female,1,0,0,15,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,96.3,1426.75,1,13-24,7.263855057544973,4.577798989191959,0.0674487830502539,5,1,0
Male,0,0,0,14,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,767.55,0,13-24,6.644505622670941,4.034240638152395,0.07221390930973913,3,0,1
Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,7932.5,0,49-72,8.978849579174144,4.707275408925245,0.013833742988592676,7,2,1
Male,0,0,0,39,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,4040.65,0,25-48,8.304408303417732,4.676560182074764,0.026325881756213428,6,2,0
Female,0,1,1,47,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),60.0,2768.65,0,25-48,7.926476237407458,4.110873864173311,0.021663387070568484,5,2,1
Male,0,1,0,19,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),88.8,1672.35,0,13-24,7.422582884127426,4.497584975308154,0.05306720052589118,5,0,1
Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.2,474.8,1,0-12,6.164997597868857,4.456670177669648,0.17906683480453972,3,1,0
Female,0,0,0,13,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.1,446.1,1,13-24,6.102782283239935,3.586292865338835,0.07850592708566316,1,1,0
Female,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),80.05,1345.65,0,13-24,7.2053753059728765,4.395066248181685,0.0594438049975866,3,0,1
Male,1,1,0,34,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,2425.4,0,25-48,7.794163956374371,4.337944122103693,0.031136663369601053,2,0,0
Female,0,0,0,42,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.55,2077.95,0,25-48,7.639618237544757,3.9229629454664803,0.02383414704538349,2,0,0
Male,0,1,0,5,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.3,416.3,1,0-12,6.033805387597507,4.410371107683024,0.19482386772106397,3,0,0
Female,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,1663.5,0,49-72,7.41728005701508,3.214867803470662,0.01435866626614599,2,0,1
Male,1,1,0,19,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),66.4,1286.05,0,13-24,7.1601080568803335,4.210645017918261,0.051590847286430215,4,1,1
Female,0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.6,35.85,1,0-12,3.6068556186353455,3.0252910757955354,0.5318860244233379,1,0,0
Male,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),18.8,1094.35,0,49-72,6.998829225881509,2.9856819377004897,0.017163463733053365,1,0,1
Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.4,7719.5,0,49-72,8.951634407760919,4.695010889987881,0.014040541415711419,7,2,0
Female,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,85.95,514.6,0,0-12,6.245331271065032,4.465333240800292,0.16669899146625292,3,1,0
Female,0,1,1,17,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.45,1451.6,1,13-24,7.281110333172068,4.4595662121293,0.05882555417871404,3,1,0
Male,0,1,0,61,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),80.9,4932.5,0,49-72,8.503803954297222,4.405498990859024,0.016398094658964225,6,2,1
Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.0,71.0,1,0-12,4.276666119016055,4.276666119016055,0.9861111111111112,1,0,0
Male,0,1,1,48,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.8,5443.65,0,25-48,8.60238875414588,4.725616339063959,0.020533918617358326,8,2,1
Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.6,330.25,0,13-24,5.802873377300432,3.0726933146901194,0.06218867924528302,1,0,1
Male,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.05,746.5,1,0-12,6.616734305264841,4.454928522657548,0.11377926421404681,3,1,0
Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,122.7,0,0-12,4.8178592793984425,3.8199077165203406,0.3605497170573969,1,0,0
Male,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.4,44.4,1,0-12,3.8155121050473024,3.8155121050473024,0.9779735682819384,1,0,0
Male,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),105.1,6631.85,0,49-72,8.799789855068132,4.664382045619937,0.015845375668076315,6,2,1
Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.15,8250.0,0,49-72,9.018089684104343,4.754882459216418,0.013955884135256334,8,2,1
Male,0,1,0,60,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Mailed check,59.8,3561.15,0,49-72,8.178119574136455,4.107589788972121,0.016787614221748102,3,1,0
Female,0,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,26.3,1763.55,0,49-72,7.475650979353125,3.3068867021909143,0.014904649910742116,2,0,0
Female,1,0,0,35,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.55,2419.0,0,25-48,7.791522819150732,4.27039650600246,0.02915289256198347,1,0,0
Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.05,470.2,0,13-24,6.155282632337377,3.0469005601283903,0.0425509337860781,1,0,0
Male,0,1,1,66,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),79.85,5234.95,0,49-72,8.563303577709942,4.392595586023115,0.015250336615131924,6,2,1
Male,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,70.3,1,0-12,4.26689632742025,4.26689632742025,0.9859747545582047,1,0,0
Female,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),79.35,79.35,1,0-12,4.386392092183521,4.386392092183521,0.9875544492843809,2,1,1
Male,0,1,1,34,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.05,3097.0,0,25-48,8.038512020976814,4.511408806173617,0.02906714009038089,4,1,1
Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1709.1,0,49-72,7.444307127319008,3.2367157429965316,0.014297409508215893,2,0,1
Male,0,1,1,31,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,59.95,1848.8,0,25-48,7.52283280412016,4.110053855927281,0.03240890907125095,5,2,0
Male,0,0,1,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.35,723.3,0,25-48,6.5852056712012805,3.2714682749873716,0.034999309678310095,2,0,1
Female,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),90.8,809.75,1,0-12,6.697959745187427,4.519612297626445,0.11199506629663891,3,2,1
Male,0,1,1,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.45,1470.95,1,13-24,7.294343331320612,4.268997904375876,0.04786168008424199,1,0,0
Male,1,1,0,19,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),34.3,577.15,0,13-24,6.359833350574971,3.563882963939251,0.05932716423073597,2,0,1
Female,0,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,6914.95,0,49-72,8.841585617164554,4.663910681010692,0.015189525661695067,6,2,0
Female,0,1,1,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.3,602.9,0,25-48,6.403408621313855,3.0106208860477417,0.03195893359827786,1,0,0
Male,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.15,124.4,0,0-12,4.83150862819882,3.0032042883926917,0.15271132376395533,1,0,0
Female,0,0,0,2,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,51.4,96.8,0,0-12,4.582924577040772,3.9589065913269965,0.5255623721881391,3,2,0
Male,0,1,1,53,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.85,3827.9,0,49-72,8.250332834656755,4.288402532641213,0.018765180600172373,5,1,0
Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,533.05,0,0-12,6.280489467535705,4.335982696172475,0.14118528227694038,2,0,0
Female,0,1,1,61,1,No,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),49.7,2961.4,0,49-72,7.993755029599403,3.9259259105971376,0.01677693761814745,2,0,1
Male,1,0,0,70,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Electronic check,45.25,3264.45,1,49-72,8.091152857634613,3.834061463958434,0.013857201917040532,2,2,0
Female,0,0,0,13,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,78.75,995.35,0,13-24,6.9040986014785934,4.378896741664954,0.07903849049028956,6,2,0
Male,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),81.6,2815.25,0,25-48,7.943161491746454,4.414009680526933,0.028974700399467375,3,0,1
Female,0,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.4,154.8,0,0-12,5.048573133436648,4.268297869345539,0.45186136071887034,1,0,1
Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.8,246.3,1,0-12,5.510602174527371,4.341204640153626,0.30651031136271734,2,0,0
Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,76.1,257.6,0,0-12,5.555282466337757,4.345103280569283,0.29427687548337195,2,0,0
Female,0,0,0,62,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),94.0,5757.2,0,49-72,8.658380204851637,4.553876891600541,0.016324545865027264,4,2,1
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),103.95,7517.7,0,49-72,8.925148529659314,4.653484046266642,0.013825528349315707,7,1,1
Male,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,0,49-72,7.119473812626879,3.0421386463681466,0.016143388897879914,1,0,1
Male,1,0,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),71.3,1389.2,1,13-24,7.237202900666386,4.280824129164719,0.05128758452021292,1,0,1
Female,1,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.8,3836.3,0,25-48,8.252524273273457,4.716711560720999,0.028874469027701768,8,2,1
Male,1,1,0,21,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,1474.75,1,13-24,7.296921614120799,4.249922794040544,0.04682364899203794,1,0,0
Male,0,1,0,62,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Electronic check,96.1,6001.45,0,49-72,8.699922998198158,4.575741375297279,0.01601012919724446,5,1,0
Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,720.1,0,13-24,6.5807778239227135,3.9080149840306073,0.0676743863541811,2,0,0
Female,0,0,0,55,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),50.55,2832.75,0,49-72,7.949356201821739,3.942552210462969,0.017838553153947948,2,0,1
Female,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.65,472.25,0,0-12,6.159623790089432,3.8210036070409776,0.09434759640781827,1,0,0
Female,0,1,1,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,88.25,1460.65,1,13-24,7.287321213564613,4.491441420659749,0.060376971231142884,4,1,0
Female,0,0,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,1336.35,0,49-72,7.198445322948222,3.017982882488811,0.01454368714248327,1,0,1
Female,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.3,6388.65,0,49-72,8.762434772788538,4.5031374604229395,0.013975726369988967,8,2,1
Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.0,153.05,1,0-12,5.037277225042677,4.2626798770413155,0.4543979227523531,1,0,1
Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,677.9,0,25-48,6.520473841307601,3.0081547935525483,0.028354691412579174,1,0,0
Female,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.5,1165.6,0,13-24,7.0618488143195375,4.269697449699962,0.06043202468712498,1,0,1
Female,0,0,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,97.35,2119.5,1,13-24,7.659407188914646,4.5885325448350684,0.0459089837302523,4,2,0
Female,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,921.55,0,25-48,6.827141574987891,3.027715319407042,0.021299658555091864,1,0,1
Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,72.0,0,0-12,4.290459441148391,3.084200921541599,0.2856164383561644,1,0,0
Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,68.35,0,0-12,4.239166146760841,3.027715319407042,0.28334534967555874,1,0,0
Male,1,1,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.35,847.25,0,25-48,6.743175403664339,3.013080911888604,0.022811671087533156,1,0,1
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.0,44.0,0,0-12,3.8066624897703196,3.8066624897703196,0.9777777777777777,1,0,0
Female,0,1,1,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,94.4,4295.35,0,25-48,8.365521104006048,4.558078578454241,0.021972139141364182,5,1,0
Male,0,1,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.9,135.0,1,0-12,4.912654885736052,3.292126286607793,0.19044117647058822,2,0,1
Male,0,0,0,24,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),55.65,1400.55,1,13-24,7.24533404602983,4.036891987474015,0.03970603974171453,3,0,1
Female,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,69.65,1,0-12,4.257738109130536,4.257738109130536,0.9858457183297947,1,0,0
Female,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,1380.4,0,13-24,7.230852756654873,4.335982696172475,0.05458230780367743,2,0,0
Female,0,0,0,10,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,1060.2,1,0-12,6.967155622263585,4.6210435351443815,0.09479834150018845,5,2,0
Female,0,1,0,65,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),71.0,4386.2,0,49-72,8.386446489367994,4.276666119016055,0.016183442742523705,5,1,1
Female,1,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.0,86.0,1,0-12,4.465908118654584,4.465908118654584,0.9885057471264368,3,1,0
Female,0,0,0,53,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),106.95,5785.5,1,49-72,8.663282897288132,4.681668156960816,0.018482675192257842,6,2,1
